"District","FIPS","Year","English Learner Status","Variable","Measure Type","Value"
"New Canaan School District","900150580","2013-2014","English Language Learner","Chronically Absent Students","Percent","0.0"
"New Canaan School District","900150580","2013-2014","Non-English Language Learner","Chronically Absent Students","Percent","2.8"
"New Canaan School District","900150580","2014-2015","English Language Learner","Chronically Absent Students","Percent","-9999"
"New Canaan School District","900150580","2014-2015","Non-English Language Learner","Chronically Absent Students","Percent","2.7"
"New Canaan School District","900150580","2015-2016","English Language Learner","Chronically Absent Students","Percent","-9999"
"New Canaan School District","900150580","2015-2016","Non-English Language Learner","Chronically Absent Students","Percent","2.4"
"New Fairfield School District","900150860","2011-2012","English Language Learner","Chronically Absent Students","Percent","-9999"
"New Fairfield School District","900150860","2011-2012","Non-English Language Learner","Chronically Absent Students","Percent","7.9"
"New Fairfield School District","900150860","2012-2013","English Language Learner","Chronically Absent Students","Percent","-9999"
"New Fairfield School District","900150860","2012-2013","Non-English Language Learner","Chronically Absent Students","Percent","5.9"
"New Fairfield School District","900150860","2013-2014","English Language Learner","Chronically Absent Students","Percent","-9999"
"New Fairfield School District","900150860","2013-2014","Non-English Language Learner","Chronically Absent Students","Percent","4.4"
"New Fairfield School District","900150860","2014-2015","English Language Learner","Chronically Absent Students","Percent","-9999"
"New Fairfield School District","900150860","2014-2015","Non-English Language Learner","Chronically Absent Students","Percent","2.9"
"New Fairfield School District","900150860","2015-2016","English Language Learner","Chronically Absent Students","Percent","0.0"
"New Fairfield School District","900150860","2015-2016","Non-English Language Learner","Chronically Absent Students","Percent","3.2"
"New Hartford School District","","2011-2012","English Language Learner","Chronically Absent Students","Percent","-9999"
"New Hartford School District","","2011-2012","Non-English Language Learner","Chronically Absent Students","Percent","4.8"
"New Hartford School District","","2012-2013","English Language Learner","Chronically Absent Students","Percent","-9999"
"New Hartford School District","","2012-2013","Non-English Language Learner","Chronically Absent Students","Percent","4.5"
"New Hartford School District","","2013-2014","English Language Learner","Chronically Absent Students","Percent","-9999"
"New Hartford School District","","2013-2014","Non-English Language Learner","Chronically Absent Students","Percent","5.5"
"New Hartford School District","","2014-2015","English Language Learner","Chronically Absent Students","Percent","-9999"
"New Hartford School District","","2014-2015","Non-English Language Learner","Chronically Absent Students","Percent","2.7"
"New Hartford School District","","2015-2016","English Language Learner","Chronically Absent Students","Percent","-9999"
"New Hartford School District","","2015-2016","Non-English Language Learner","Chronically Absent Students","Percent","3.7"
"New Haven School District","900952070","2011-2012","English Language Learner","Chronically Absent Students","Percent","21.5"
"New Haven School District","900952070","2011-2012","Non-English Language Learner","Chronically Absent Students","Percent","20.0"
"New Haven School District","900952070","2012-2013","English Language Learner","Chronically Absent Students","Percent","16.0"
"New Haven School District","900952070","2012-2013","Non-English Language Learner","Chronically Absent Students","Percent","16.1"
"New Haven School District","900952070","2013-2014","English Language Learner","Chronically Absent Students","Percent","26.5"
"New Haven School District","900952070","2013-2014","Non-English Language Learner","Chronically Absent Students","Percent","24.3"
"New Haven School District","900952070","2014-2015","English Language Learner","Chronically Absent Students","Percent","25.5"
"New Haven School District","900952070","2014-2015","Non-English Language Learner","Chronically Absent Students","Percent","25.7"
"New Haven School District","900952070","2015-2016","English Language Learner","Chronically Absent Students","Percent","19.3"
"New Haven School District","900952070","2015-2016","Non-English Language Learner","Chronically Absent Students","Percent","20.0"
"Newington School District","900352140","2011-2012","English Language Learner","Chronically Absent Students","Percent","5.7"
"Newington School District","900352140","2011-2012","Non-English Language Learner","Chronically Absent Students","Percent","4.8"
"Newington School District","900352140","2012-2013","English Language Learner","Chronically Absent Students","Percent","4.3"
"Newington School District","900352140","2012-2013","Non-English Language Learner","Chronically Absent Students","Percent","3.6"
"Newington School District","900352140","2013-2014","English Language Learner","Chronically Absent Students","Percent","4.0"
"Newington School District","900352140","2013-2014","Non-English Language Learner","Chronically Absent Students","Percent","7.2"
"Newington School District","900352140","2014-2015","English Language Learner","Chronically Absent Students","Percent","5.9"
"Newington School District","900352140","2014-2015","Non-English Language Learner","Chronically Absent Students","Percent","6.5"
"Newington School District","900352140","2015-2016","English Language Learner","Chronically Absent Students","Percent","-9999"
"Newington School District","900352140","2015-2016","Non-English Language Learner","Chronically Absent Students","Percent","5.2"
"New London School District","901152350","2011-2012","English Language Learner","Chronically Absent Students","Percent","27.2"
"New London School District","901152350","2011-2012","Non-English Language Learner","Chronically Absent Students","Percent","25.4"
"New London School District","901152350","2012-2013","English Language Learner","Chronically Absent Students","Percent","17.9"
"New London School District","901152350","2012-2013","Non-English Language Learner","Chronically Absent Students","Percent","20.0"
"New London School District","901152350","2013-2014","English Language Learner","Chronically Absent Students","Percent","20.3"
"New London School District","901152350","2013-2014","Non-English Language Learner","Chronically Absent Students","Percent","22.6"
"New London School District","901152350","2014-2015","English Language Learner","Chronically Absent Students","Percent","17.9"
"New London School District","901152350","2014-2015","Non-English Language Learner","Chronically Absent Students","Percent","17.7"
"New London School District","901152350","2015-2016","English Language Learner","Chronically Absent Students","Percent","17.5"
"New London School District","901152350","2015-2016","Non-English Language Learner","Chronically Absent Students","Percent","17.6"
"New Milford School District","900552630","2011-2012","English Language Learner","Chronically Absent Students","Percent","7.7"
"New Milford School District","900552630","2011-2012","Non-English Language Learner","Chronically Absent Students","Percent","10.5"
"New Milford School District","900552630","2012-2013","English Language Learner","Chronically Absent Students","Percent","13.7"
"New Milford School District","900552630","2012-2013","Non-English Language Learner","Chronically Absent Students","Percent","9.4"
"New Milford School District","900552630","2013-2014","English Language Learner","Chronically Absent Students","Percent","9.2"
"New Milford School District","900552630","2013-2014","Non-English Language Learner","Chronically Absent Students","Percent","8.8"
"New Milford School District","900552630","2014-2015","English Language Learner","Chronically Absent Students","Percent","7.1"
"New Milford School District","900552630","2014-2015","Non-English Language Learner","Chronically Absent Students","Percent","6.4"
"New Milford School District","900552630","2015-2016","English Language Learner","Chronically Absent Students","Percent","7.2"
"New Milford School District","900552630","2015-2016","Non-English Language Learner","Chronically Absent Students","Percent","5.5"
"Newtown School District","900152980","2011-2012","English Language Learner","Chronically Absent Students","Percent","-9999"
"Newtown School District","900152980","2011-2012","Non-English Language Learner","Chronically Absent Students","Percent","2.7"
"Newtown School District","900152980","2012-2013","English Language Learner","Chronically Absent Students","Percent","-9999"
"Newtown School District","900152980","2012-2013","Non-English Language Learner","Chronically Absent Students","Percent","5.0"
"Newtown School District","900152980","2013-2014","English Language Learner","Chronically Absent Students","Percent","-9999"
"Newtown School District","900152980","2013-2014","Non-English Language Learner","Chronically Absent Students","Percent","4.4"
"Newtown School District","900152980","2014-2015","English Language Learner","Chronically Absent Students","Percent","-9999"
"Newtown School District","900152980","2014-2015","Non-English Language Learner","Chronically Absent Students","Percent","3.7"
"Newtown School District","900152980","2015-2016","English Language Learner","Chronically Absent Students","Percent","-9999"
"Newtown School District","900152980","2015-2016","Non-English Language Learner","Chronically Absent Students","Percent","4.5"
"Norfolk School District","","2011-2012","English Language Learner","Chronically Absent Students","Percent","-6666"
"Norfolk School District","","2011-2012","Non-English Language Learner","Chronically Absent Students","Percent","10.7"
"Norfolk School District","","2012-2013","English Language Learner","Chronically Absent Students","Percent","-6666"
"Norfolk School District","","2012-2013","Non-English Language Learner","Chronically Absent Students","Percent","12.3"
"Norfolk School District","","2013-2014","English Language Learner","Chronically Absent Students","Percent","-6666"
"Norfolk School District","","2013-2014","Non-English Language Learner","Chronically Absent Students","Percent","5.6"
"Norfolk School District","","2014-2015","English Language Learner","Chronically Absent Students","Percent","-6666"
"Norfolk School District","","2014-2015","Non-English Language Learner","Chronically Absent Students","Percent","-9999"
"Norfolk School District","","2015-2016","English Language Learner","Chronically Absent Students","Percent","-6666"
"Norfolk School District","","2015-2016","Non-English Language Learner","Chronically Absent Students","Percent","-9999"
"North Branford School District","900953890","2011-2012","English Language Learner","Chronically Absent Students","Percent","-9999"
"North Branford School District","900953890","2011-2012","Non-English Language Learner","Chronically Absent Students","Percent","15.3"
"North Branford School District","900953890","2012-2013","English Language Learner","Chronically Absent Students","Percent","-9999"
"North Branford School District","900953890","2012-2013","Non-English Language Learner","Chronically Absent Students","Percent","14.5"
"North Branford School District","900953890","2013-2014","English Language Learner","Chronically Absent Students","Percent","-9999"
"North Branford School District","900953890","2013-2014","Non-English Language Learner","Chronically Absent Students","Percent","5.2"
"North Branford School District","900953890","2014-2015","English Language Learner","Chronically Absent Students","Percent","-9999"
"North Branford School District","900953890","2014-2015","Non-English Language Learner","Chronically Absent Students","Percent","4.1"
"North Branford School District","900953890","2015-2016","English Language Learner","Chronically Absent Students","Percent","0.0"
"North Branford School District","900953890","2015-2016","Non-English Language Learner","Chronically Absent Students","Percent","5.0"
"North Canaan School District","","2011-2012","English Language Learner","Chronically Absent Students","Percent","-9999"
"North Canaan School District","","2011-2012","Non-English Language Learner","Chronically Absent Students","Percent","12.7"
"North Canaan School District","","2012-2013","English Language Learner","Chronically Absent Students","Percent","-9999"
"North Canaan School District","","2012-2013","Non-English Language Learner","Chronically Absent Students","Percent","14.9"
"North Canaan School District","","2013-2014","English Language Learner","Chronically Absent Students","Percent","-9999"
"North Canaan School District","","2013-2014","Non-English Language Learner","Chronically Absent Students","Percent","6.2"
"North Canaan School District","","2014-2015","English Language Learner","Chronically Absent Students","Percent","-9999"
"North Canaan School District","","2014-2015","Non-English Language Learner","Chronically Absent Students","Percent","5.4"
"North Canaan School District","","2015-2016","English Language Learner","Chronically Absent Students","Percent","-9999"
"North Canaan School District","","2015-2016","Non-English Language Learner","Chronically Absent Students","Percent","5.1"
"North Haven School District","900954870","2011-2012","English Language Learner","Chronically Absent Students","Percent","-9999"
"North Haven School District","900954870","2011-2012","Non-English Language Learner","Chronically Absent Students","Percent","7.5"
"North Haven School District","900954870","2012-2013","English Language Learner","Chronically Absent Students","Percent","10.3"
"North Haven School District","900954870","2012-2013","Non-English Language Learner","Chronically Absent Students","Percent","9.9"
"North Haven School District","900954870","2013-2014","English Language Learner","Chronically Absent Students","Percent","14.5"
"North Haven School District","900954870","2013-2014","Non-English Language Learner","Chronically Absent Students","Percent","8.8"
"North Haven School District","900954870","2014-2015","English Language Learner","Chronically Absent Students","Percent","12.9"
"North Haven School District","900954870","2014-2015","Non-English Language Learner","Chronically Absent Students","Percent","17.6"
"North Haven School District","900954870","2015-2016","English Language Learner","Chronically Absent Students","Percent","-9999"
"North Haven School District","900954870","2015-2016","Non-English Language Learner","Chronically Absent Students","Percent","4.0"
"North Stonington School District","","2011-2012","English Language Learner","Chronically Absent Students","Percent","-6666"
"North Stonington School District","901155500","2011-2012","Non-English Language Learner","Chronically Absent Students","Percent","9.4"
"North Stonington School District","","2012-2013","English Language Learner","Chronically Absent Students","Percent","-6666"
"North Stonington School District","901155500","2012-2013","Non-English Language Learner","Chronically Absent Students","Percent","11.3"
"North Stonington School District","901155500","2013-2014","English Language Learner","Chronically Absent Students","Percent","-9999"
"North Stonington School District","901155500","2013-2014","Non-English Language Learner","Chronically Absent Students","Percent","7.1"
"North Stonington School District","901155500","2014-2015","English Language Learner","Chronically Absent Students","Percent","-9999"
"North Stonington School District","901155500","2014-2015","Non-English Language Learner","Chronically Absent Students","Percent","1.8"
"North Stonington School District","901155500","2015-2016","English Language Learner","Chronically Absent Students","Percent","-9999"
"North Stonington School District","901155500","2015-2016","Non-English Language Learner","Chronically Absent Students","Percent","4.3"
"Norwalk School District","900156060","2011-2012","English Language Learner","Chronically Absent Students","Percent","9.4"
"Norwalk School District","900156060","2011-2012","Non-English Language Learner","Chronically Absent Students","Percent","11.9"
"Norwalk School District","900156060","2012-2013","English Language Learner","Chronically Absent Students","Percent","11.4"
"Norwalk School District","900156060","2012-2013","Non-English Language Learner","Chronically Absent Students","Percent","11.6"
"Norwalk School District","900156060","2013-2014","English Language Learner","Chronically Absent Students","Percent","10.4"
"Norwalk School District","900156060","2013-2014","Non-English Language Learner","Chronically Absent Students","Percent","10.9"
"Norwalk School District","900156060","2014-2015","English Language Learner","Chronically Absent Students","Percent","9.1"
"Norwalk School District","900156060","2014-2015","Non-English Language Learner","Chronically Absent Students","Percent","8.2"
"Norwalk School District","900156060","2015-2016","English Language Learner","Chronically Absent Students","Percent","9.5"
"Norwalk School District","900156060","2015-2016","Non-English Language Learner","Chronically Absent Students","Percent","10.3"
"Norwich Free Academy District","","2011-2012","English Language Learner","Chronically Absent Students","Percent","13.7"
"Norwich Free Academy District","","2011-2012","Non-English Language Learner","Chronically Absent Students","Percent","10.6"
"Norwich Free Academy District","","2012-2013","English Language Learner","Chronically Absent Students","Percent","8.7"
"Norwich Free Academy District","","2012-2013","Non-English Language Learner","Chronically Absent Students","Percent","11.6"
"Norwich Free Academy District","","2013-2014","English Language Learner","Chronically Absent Students","Percent","19.9"
"Norwich Free Academy District","","2013-2014","Non-English Language Learner","Chronically Absent Students","Percent","31.9"
"Norwich Free Academy District","","2014-2015","English Language Learner","Chronically Absent Students","Percent","14.0"
"Norwich Free Academy District","","2014-2015","Non-English Language Learner","Chronically Absent Students","Percent","15.3"
"Norwich Free Academy District","","2015-2016","English Language Learner","Chronically Absent Students","Percent","15.0"
"Norwich Free Academy District","","2015-2016","Non-English Language Learner","Chronically Absent Students","Percent","10.6"
"Norwich School District","901156270","2011-2012","English Language Learner","Chronically Absent Students","Percent","14.5"
"Norwich School District","901156270","2011-2012","Non-English Language Learner","Chronically Absent Students","Percent","14.3"
"Norwich School District","901156270","2012-2013","English Language Learner","Chronically Absent Students","Percent","13.1"
"Norwich School District","901156270","2012-2013","Non-English Language Learner","Chronically Absent Students","Percent","13.5"
"Norwich School District","901156270","2013-2014","English Language Learner","Chronically Absent Students","Percent","11.8"
"Norwich School District","901156270","2013-2014","Non-English Language Learner","Chronically Absent Students","Percent","15.4"
"Norwich School District","901156270","2014-2015","English Language Learner","Chronically Absent Students","Percent","10.9"
"Norwich School District","901156270","2014-2015","Non-English Language Learner","Chronically Absent Students","Percent","13.8"
"Norwich School District","901156270","2015-2016","English Language Learner","Chronically Absent Students","Percent","7.8"
"Norwich School District","901156270","2015-2016","Non-English Language Learner","Chronically Absent Students","Percent","10.1"
"Odyssey Community School District","","2011-2012","English Language Learner","Chronically Absent Students","Percent","-6666"
"Odyssey Community School District","","2011-2012","Non-English Language Learner","Chronically Absent Students","Percent","8.9"
"Odyssey Community School District","","2012-2013","English Language Learner","Chronically Absent Students","Percent","-6666"
"Odyssey Community School District","","2012-2013","Non-English Language Learner","Chronically Absent Students","Percent","9.4"
"Odyssey Community School District","","2013-2014","English Language Learner","Chronically Absent Students","Percent","-6666"
"Odyssey Community School District","","2013-2014","Non-English Language Learner","Chronically Absent Students","Percent","11.7"
"Odyssey Community School District","","2014-2015","English Language Learner","Chronically Absent Students","Percent","-9999"
"Odyssey Community School District","","2014-2015","Non-English Language Learner","Chronically Absent Students","Percent","7.0"
"Odyssey Community School District","","2015-2016","English Language Learner","Chronically Absent Students","Percent","-9999"
"Odyssey Community School District","","2015-2016","Non-English Language Learner","Chronically Absent Students","Percent","4.6"
"Old Saybrook School District","900757320","2011-2012","English Language Learner","Chronically Absent Students","Percent","-9999"
"Old Saybrook School District","900757320","2011-2012","Non-English Language Learner","Chronically Absent Students","Percent","16.3"
"Old Saybrook School District","900757320","2012-2013","English Language Learner","Chronically Absent Students","Percent","0.0"
"Old Saybrook School District","900757320","2012-2013","Non-English Language Learner","Chronically Absent Students","Percent","16.5"
"Old Saybrook School District","900757320","2013-2014","English Language Learner","Chronically Absent Students","Percent","-9999"
"Old Saybrook School District","900757320","2013-2014","Non-English Language Learner","Chronically Absent Students","Percent","6.1"
"Old Saybrook School District","900757320","2014-2015","English Language Learner","Chronically Absent Students","Percent","-9999"
"Old Saybrook School District","900757320","2014-2015","Non-English Language Learner","Chronically Absent Students","Percent","11.9"
"Old Saybrook School District","900757320","2015-2016","English Language Learner","Chronically Absent Students","Percent","-9999"
"Old Saybrook School District","900757320","2015-2016","Non-English Language Learner","Chronically Absent Students","Percent","6.5"
"Orange School District","","2011-2012","English Language Learner","Chronically Absent Students","Percent","-9999"
"Orange School District","","2011-2012","Non-English Language Learner","Chronically Absent Students","Percent","4.0"
"Orange School District","","2012-2013","English Language Learner","Chronically Absent Students","Percent","21.4"
"Orange School District","","2012-2013","Non-English Language Learner","Chronically Absent Students","Percent","4.2"
"Orange School District","","2013-2014","English Language Learner","Chronically Absent Students","Percent","-9999"
"Orange School District","","2013-2014","Non-English Language Learner","Chronically Absent Students","Percent","4.7"
"Orange School District","","2014-2015","English Language Learner","Chronically Absent Students","Percent","-9999"
"Orange School District","","2014-2015","Non-English Language Learner","Chronically Absent Students","Percent","3.0"
"Orange School District","","2015-2016","English Language Learner","Chronically Absent Students","Percent","9.8"
"Orange School District","","2015-2016","Non-English Language Learner","Chronically Absent Students","Percent","2.8"
"Oxford School District","900958300","2011-2012","English Language Learner","Chronically Absent Students","Percent","-9999"
"Oxford School District","900958300","2011-2012","Non-English Language Learner","Chronically Absent Students","Percent","6.0"
"Oxford School District","900958300","2012-2013","English Language Learner","Chronically Absent Students","Percent","-9999"
"Oxford School District","900958300","2012-2013","Non-English Language Learner","Chronically Absent Students","Percent","8.2"
"Oxford School District","900958300","2013-2014","English Language Learner","Chronically Absent Students","Percent","-9999"
"Oxford School District","900958300","2013-2014","Non-English Language Learner","Chronically Absent Students","Percent","8.0"
"Oxford School District","900958300","2014-2015","English Language Learner","Chronically Absent Students","Percent","-9999"
"Oxford School District","900958300","2014-2015","Non-English Language Learner","Chronically Absent Students","Percent","7.3"
"Oxford School District","900958300","2015-2016","English Language Learner","Chronically Absent Students","Percent","0.0"
"Oxford School District","900958300","2015-2016","Non-English Language Learner","Chronically Absent Students","Percent","7.0"
"Park City Prep Charter School District","","2011-2012","English Language Learner","Chronically Absent Students","Percent","-9999"
"Park City Prep Charter School District","","2011-2012","Non-English Language Learner","Chronically Absent Students","Percent","9.3"
"Park City Prep Charter School District","","2012-2013","English Language Learner","Chronically Absent Students","Percent","-9999"
"Park City Prep Charter School District","","2012-2013","Non-English Language Learner","Chronically Absent Students","Percent","5.0"
"Park City Prep Charter School District","","2013-2014","English Language Learner","Chronically Absent Students","Percent","-9999"
"Park City Prep Charter School District","","2013-2014","Non-English Language Learner","Chronically Absent Students","Percent","6.3"
"Park City Prep Charter School District","","2014-2015","English Language Learner","Chronically Absent Students","Percent","-6666"
"Park City Prep Charter School District","","2014-2015","Non-English Language Learner","Chronically Absent Students","Percent","8.1"
"Park City Prep Charter School District","","2015-2016","English Language Learner","Chronically Absent Students","Percent","-9999"
"Park City Prep Charter School District","","2015-2016","Non-English Language Learner","Chronically Absent Students","Percent","6.4"
"Path Academy District","","2011-2012","English Language Learner","Chronically Absent Students","Percent","-6666"
"Path Academy District","","2011-2012","Non-English Language Learner","Chronically Absent Students","Percent","-6666"
"Path Academy District","","2012-2013","English Language Learner","Chronically Absent Students","Percent","-6666"
"Path Academy District","","2012-2013","Non-English Language Learner","Chronically Absent Students","Percent","-6666"
"Path Academy District","","2013-2014","English Language Learner","Chronically Absent Students","Percent","-6666"
"Path Academy District","","2013-2014","Non-English Language Learner","Chronically Absent Students","Percent","-6666"
"Path Academy District","","2014-2015","English Language Learner","Chronically Absent Students","Percent","77.1"
"Path Academy District","","2014-2015","Non-English Language Learner","Chronically Absent Students","Percent","85.2"
"Path Academy District","","2015-2016","English Language Learner","Chronically Absent Students","Percent","100.0"
"Path Academy District","","2015-2016","Non-English Language Learner","Chronically Absent Students","Percent","100.0"
"Plainfield School District","901559980","2011-2012","English Language Learner","Chronically Absent Students","Percent","-9999"
"Plainfield School District","901559980","2011-2012","Non-English Language Learner","Chronically Absent Students","Percent","12.1"
"Plainfield School District","901559980","2012-2013","English Language Learner","Chronically Absent Students","Percent","-9999"
"Plainfield School District","901559980","2012-2013","Non-English Language Learner","Chronically Absent Students","Percent","12.1"
"Plainfield School District","901559980","2013-2014","English Language Learner","Chronically Absent Students","Percent","30.8"
"Plainfield School District","901559980","2013-2014","Non-English Language Learner","Chronically Absent Students","Percent","12.2"
"Plainfield School District","901559980","2014-2015","English Language Learner","Chronically Absent Students","Percent","-9999"
"Plainfield School District","901559980","2014-2015","Non-English Language Learner","Chronically Absent Students","Percent","9.6"
"Plainfield School District","901559980","2015-2016","English Language Learner","Chronically Absent Students","Percent","-9999"
"Plainfield School District","901559980","2015-2016","Non-English Language Learner","Chronically Absent Students","Percent","11.9"
"Plainville School District","900360120","2011-2012","English Language Learner","Chronically Absent Students","Percent","15.2"
"Plainville School District","900360120","2011-2012","Non-English Language Learner","Chronically Absent Students","Percent","10.2"
"Plainville School District","900360120","2012-2013","English Language Learner","Chronically Absent Students","Percent","-9999"
"Plainville School District","900360120","2012-2013","Non-English Language Learner","Chronically Absent Students","Percent","11.5"
"Plainville School District","900360120","2013-2014","English Language Learner","Chronically Absent Students","Percent","8.3"
"Plainville School District","900360120","2013-2014","Non-English Language Learner","Chronically Absent Students","Percent","7.6"
"Plainville School District","900360120","2014-2015","English Language Learner","Chronically Absent Students","Percent","-9999"
"Plainville School District","900360120","2014-2015","Non-English Language Learner","Chronically Absent Students","Percent","8.1"
"Plainville School District","900360120","2015-2016","English Language Learner","Chronically Absent Students","Percent","11.9"
"Plainville School District","900360120","2015-2016","Non-English Language Learner","Chronically Absent Students","Percent","8.0"
"Plymouth School District","900560750","2011-2012","English Language Learner","Chronically Absent Students","Percent","-9999"
"Plymouth School District","900560750","2011-2012","Non-English Language Learner","Chronically Absent Students","Percent","8.6"
"Plymouth School District","900560750","2012-2013","English Language Learner","Chronically Absent Students","Percent","-9999"
"Plymouth School District","900560750","2012-2013","Non-English Language Learner","Chronically Absent Students","Percent","9.6"
"Plymouth School District","900560750","2013-2014","English Language Learner","Chronically Absent Students","Percent","-9999"
"Plymouth School District","900560750","2013-2014","Non-English Language Learner","Chronically Absent Students","Percent","9.9"
"Plymouth School District","900560750","2014-2015","English Language Learner","Chronically Absent Students","Percent","-9999"
"Plymouth School District","900560750","2014-2015","Non-English Language Learner","Chronically Absent Students","Percent","12.7"
"Plymouth School District","900560750","2015-2016","English Language Learner","Chronically Absent Students","Percent","-9999"
"Plymouth School District","900560750","2015-2016","Non-English Language Learner","Chronically Absent Students","Percent","11.0"
"Pomfret School District","","2011-2012","English Language Learner","Chronically Absent Students","Percent","-9999"
"Pomfret School District","","2011-2012","Non-English Language Learner","Chronically Absent Students","Percent","2.8"
"Pomfret School District","","2012-2013","English Language Learner","Chronically Absent Students","Percent","-9999"
"Pomfret School District","","2012-2013","Non-English Language Learner","Chronically Absent Students","Percent","3.8"
"Pomfret School District","","2013-2014","English Language Learner","Chronically Absent Students","Percent","-9999"
"Pomfret School District","","2013-2014","Non-English Language Learner","Chronically Absent Students","Percent","2.2"
"Pomfret School District","","2014-2015","English Language Learner","Chronically Absent Students","Percent","-9999"
"Pomfret School District","","2014-2015","Non-English Language Learner","Chronically Absent Students","Percent","3.3"
"Pomfret School District","","2015-2016","English Language Learner","Chronically Absent Students","Percent","-9999"
"Pomfret School District","","2015-2016","Non-English Language Learner","Chronically Absent Students","Percent","2.6"
"Portland School District","900761800","2011-2012","English Language Learner","Chronically Absent Students","Percent","-9999"
"Portland School District","900761800","2011-2012","Non-English Language Learner","Chronically Absent Students","Percent","4.4"
"Portland School District","900761800","2012-2013","English Language Learner","Chronically Absent Students","Percent","-9999"
"Portland School District","900761800","2012-2013","Non-English Language Learner","Chronically Absent Students","Percent","5.8"
"Portland School District","900761800","2013-2014","English Language Learner","Chronically Absent Students","Percent","-9999"
"Portland School District","900761800","2013-2014","Non-English Language Learner","Chronically Absent Students","Percent","5.4"
"Portland School District","900761800","2014-2015","English Language Learner","Chronically Absent Students","Percent","-9999"
"Portland School District","900761800","2014-2015","Non-English Language Learner","Chronically Absent Students","Percent","7.4"
"Portland School District","900761800","2015-2016","English Language Learner","Chronically Absent Students","Percent","-9999"
"Portland School District","900761800","2015-2016","Non-English Language Learner","Chronically Absent Students","Percent","6.0"
"Preston School District","","2011-2012","English Language Learner","Chronically Absent Students","Percent","-9999"
"Preston School District","","2011-2012","Non-English Language Learner","Chronically Absent Students","Percent","0.0"
"Preston School District","","2012-2013","English Language Learner","Chronically Absent Students","Percent","-9999"
"Preston School District","","2012-2013","Non-English Language Learner","Chronically Absent Students","Percent","9.0"
"Preston School District","","2013-2014","English Language Learner","Chronically Absent Students","Percent","-9999"
"Preston School District","","2013-2014","Non-English Language Learner","Chronically Absent Students","Percent","-9999"
"Preston School District","","2014-2015","English Language Learner","Chronically Absent Students","Percent","-9999"
"Preston School District","","2014-2015","Non-English Language Learner","Chronically Absent Students","Percent","8.3"
"Preston School District","","2015-2016","English Language Learner","Chronically Absent Students","Percent","-9999"
"Preston School District","","2015-2016","Non-English Language Learner","Chronically Absent Students","Percent","4.7"
"Putnam School District","901562710","2011-2012","English Language Learner","Chronically Absent Students","Percent","-9999"
"Putnam School District","901562710","2011-2012","Non-English Language Learner","Chronically Absent Students","Percent","12.1"
"Putnam School District","901562710","2012-2013","English Language Learner","Chronically Absent Students","Percent","32.3"
"Putnam School District","901562710","2012-2013","Non-English Language Learner","Chronically Absent Students","Percent","13.8"
"Putnam School District","901562710","2013-2014","English Language Learner","Chronically Absent Students","Percent","20.7"
"Putnam School District","901562710","2013-2014","Non-English Language Learner","Chronically Absent Students","Percent","13.5"
"Putnam School District","901562710","2014-2015","English Language Learner","Chronically Absent Students","Percent","-9999"
"Putnam School District","901562710","2014-2015","Non-English Language Learner","Chronically Absent Students","Percent","14.5"
"Putnam School District","901562710","2015-2016","English Language Learner","Chronically Absent Students","Percent","-9999"
"Putnam School District","901562710","2015-2016","Non-English Language Learner","Chronically Absent Students","Percent","14.8"
"Redding School District","","2011-2012","English Language Learner","Chronically Absent Students","Percent","-9999"
"Redding School District","","2011-2012","Non-English Language Learner","Chronically Absent Students","Percent","5.2"
"Redding School District","","2012-2013","English Language Learner","Chronically Absent Students","Percent","-9999"
"Redding School District","","2012-2013","Non-English Language Learner","Chronically Absent Students","Percent","5.5"
"Redding School District","","2013-2014","English Language Learner","Chronically Absent Students","Percent","-9999"
"Redding School District","","2013-2014","Non-English Language Learner","Chronically Absent Students","Percent","1.9"
"Redding School District","","2014-2015","English Language Learner","Chronically Absent Students","Percent","-9999"
"Redding School District","","2014-2015","Non-English Language Learner","Chronically Absent Students","Percent","3.1"
"Redding School District","","2015-2016","English Language Learner","Chronically Absent Students","Percent","-9999"
"Redding School District","","2015-2016","Non-English Language Learner","Chronically Absent Students","Percent","3.1"
"Regional School District 01","","2011-2012","English Language Learner","Chronically Absent Students","Percent","-6666"
"Regional School District 01","","2011-2012","Non-English Language Learner","Chronically Absent Students","Percent","6.8"
"Regional School District 01","","2012-2013","English Language Learner","Chronically Absent Students","Percent","-9999"
"Regional School District 01","","2012-2013","Non-English Language Learner","Chronically Absent Students","Percent","4.8"
"Regional School District 01","","2013-2014","English Language Learner","Chronically Absent Students","Percent","-9999"
"Regional School District 01","","2013-2014","Non-English Language Learner","Chronically Absent Students","Percent","3.3"
"Regional School District 01","","2014-2015","English Language Learner","Chronically Absent Students","Percent","-9999"
"Regional School District 01","","2014-2015","Non-English Language Learner","Chronically Absent Students","Percent","15.7"
"Regional School District 01","","2015-2016","English Language Learner","Chronically Absent Students","Percent","-9999"
"Regional School District 01","","2015-2016","Non-English Language Learner","Chronically Absent Students","Percent","9.9"
"Regional School District 04","","2011-2012","English Language Learner","Chronically Absent Students","Percent","-9999"
"Regional School District 04","","2011-2012","Non-English Language Learner","Chronically Absent Students","Percent","8.6"
"Regional School District 04","","2012-2013","English Language Learner","Chronically Absent Students","Percent","-9999"
"Regional School District 04","","2012-2013","Non-English Language Learner","Chronically Absent Students","Percent","10.1"
